-33060	0
-33055	0
-33050	0
-33045	5.2e-8
-33040	0
-33035	0
-33030	0
-33025	0
-33020	0
-33015	0
-33010	0
-33005	0
-33000	0
-32995	0
-32990	5.2e-8
-32985	0
-32980	0
-32975	0
-32970	0
-32965	0
-32960	0
-32955	0
-32950	0
-32945	0
-32940	0
-32935	0
-32930	0
-32925	0
-32920	0
-32915	0
-32910	0
-32905	0
-32900	0
-32895	0
-32890	0
-32885	5.2e-8
-32880	5.2e-8
-32875	0
-32870	0
-32865	0
-32860	5.2e-8
-32855	5.2e-8
-32850	0
-32845	0
-32840	0
-32835	0
-32830	1.0432e-7
-32825	0
-32820	0
-32815	0
-32810	0
-32805	0
-32800	0
-32795	0
-32790	0
-32785	0
-32780	5.2e-8
-32775	0
-32770	0
-32765	0
-32760	0
-32755	0
-32750	0
-32745	0
-32740	0
-32735	0
-32730	0
-32725	0
-32720	0
-32715	0
-32710	0
-32705	0
-32700	0
-32695	0
-32690	0
-32685	0
-32680	0
-32675	0
-32670	0
-32665	0
-32660	1.0401e-7
-32655	0
-32650	0
-32645	0
-32640	0
-32635	0
-32630	5.2e-8
-32625	5.2e-8
-32620	0
-32615	0
-32610	0
-32605	0
-32600	0
-32595	0
-32590	0
-32585	0
-32580	0
-32575	0
-32570	0
-32565	5.2e-8
-32560	5.2e-8
-32555	0
-32550	1.0401e-7
-32545	0
-32540	0
-32535	0
-32530	0
-32525	5.2e-8
-32520	0
-32515	5.2e-8
-32510	5.2e-8
-32505	0
-32500	0
-32495	0
-32490	0
-32485	5.2e-8
-32480	0
-32475	0
-32470	0
-32465	0
-32460	0
-32455	0
-32450	0
-32445	0
-32440	0
-32435	0
-32430	0
-32425	0
-32420	0
-32415	0
-32410	0
-32405	0
-32400	0
-32395	0
-32390	0
-32385	5.2e-8
-32380	0
-32375	0
-32370	5.2e-8
-32365	0
-32360	0
-32355	0
-32350	0
-32345	0
-32340	0
-32335	0
-32330	0
-32325	0
-32320	0
-32315	0
-32310	0
-32305	5.2e-8
-32300	0
-32295	0
-32290	0
-32285	0
-32280	0
-32275	0
-32270	0
-32265	0
-32260	0
-32255	0
-32250	0
-32245	0
-32240	0
-32235	0
-32230	0
-32225	0
-32220	0
-32215	0
-32210	0
-32205	0
-32200	0
-32195	0
-32190	0
-32185	5.2e-8
-32180	1.0401e-7
-32175	5.2e-8
-32170	0
-32165	5.2e-8
-32160	0
-32155	0
-32150	0
-32145	0
-32140	0
-32135	5.2e-8
-32130	0
-32125	0
-32120	0
-32115	0
-32110	5.2e-8
-32105	0
-32100	0
-32095	0
-32090	0
-32085	0
-32080	0
-32075	0
-32070	0
-32065	0
-32060	5.2e-8
-32055	0
-32050	0
-32045	0
-32040	0
-32035	0
-32030	0
-32025	0
-32020	0
-32015	0
-32010	0
-32005	5.2e-8
-32000	0
-31995	0
-31990	0
-31985	0
-31980	0
-31975	0
-31970	0
-31965	0
-31960	0
-31955	0
-31950	0
-31945	0
-31940	0
-31935	0
-31930	0
-31925	0
-31920	0
-31915	5.2e-8
-31910	0
-31905	0
-31900	0
-31895	0
-31890	0
-31885	0
-31880	0
-31875	0
-31870	5.2e-8
-31865	0
-31860	5.2e-8
-31855	0
-31850	0
-31845	0
-31840	0
-31835	5.2e-8
-31830	0
-31825	0
-31820	0
-31815	5.2e-8
-31810	0
-31805	0
-31800	0
-31795	0
-31790	0
-31785	0
-31780	0
-31775	0
-31770	0
-31765	0
-31760	5.2e-8
-31755	0
-31750	0
-31745	0
-31740	0
-31735	0
-31730	0
-31725	0
-31720	0
-31715	0
-31710	0
-31705	0
-31700	5.2e-8
-31695	0
-31690	0
-31685	0
-31680	0
-31675	5.2e-8
-31670	0
-31665	0
-31660	5.2e-8
-31655	0
-31650	5.2e-8
-31645	0
-31640	0
-31635	0
-31630	0
-31625	5.2e-8
-31620	0
-31615	0
-31610	5.2e-8
-31605	0
-31600	0
-31595	0
-31590	0
-31585	0
-31580	0
-31575	0
-31570	0
-31565	0
-31560	5.2e-8
-31555	0
-31550	0
-31545	0
-31540	0
-31535	0
-31530	0
-31525	5.2e-8
-31520	0
-31515	0
-31510	0
-31505	0
-31500	0
-31495	0
-31490	0
-31485	0
-31480	0
-31475	5.2e-8
-31470	0
-31465	0
-31460	0
-31455	0
-31450	0
-31445	0
-31440	0
-31435	5.2e-8
-31430	0
-31425	0
-31420	0
-31415	5.2e-8
-31410	0
-31405	0
-31400	0
-31395	0
-31390	5.2e-8
-31385	0
-31380	0
-31375	5.2e-8
-31370	0
-31365	0
-31360	0
-31355	0
-31350	5.2e-8
-31345	1.0432e-7
-31340	0
-31335	5.2e-8
-31330	5.2e-8
-31325	0
-31320	0
-31315	0
-31310	0
-31305	0
-31300	0
-31295	5.2e-8
-31290	0
-31285	5.2e-8
-31280	0
-31275	0
-31270	1.0432e-7
-31265	0
-31260	0
-31255	0
-31250	5.2e-8
-31245	5.2e-8
-31240	5.2e-8
-31235	0
-31230	1.0432e-7
-31225	0
-31220	0
-31215	0
-31210	1.0432e-7
-31205	0
-31200	0
-31195	0
-31190	0
-31185	5.2e-8
-31180	0
-31175	0
-31170	0
-31165	5.2e-8
-31160	0
-31155	0
-31150	5.2e-8
-31145	0
-31140	5.2e-8
-31135	0
-31130	0
-31125	0
-31120	0
-31115	0
-31110	0
-31105	0
-31100	5.2e-8
-31095	0
-31090	0
-31085	0
-31080	1.0432e-7
-31075	5.2e-8
-31070	0
-31065	5.2e-8
-31060	0
-31055	5.2e-8
-31050	0
-31045	0
-31040	0
-31035	0
-31030	5.2e-8
-31025	0
-31020	0
-31015	5.2e-8
-31010	0
-31005	5.2e-8
-31000	5.2e-8
-30995	5.2e-8
-30990	0
-30985	0
-30980	0
-30975	0
-30970	0
-30965	0
-30960	0
-30955	0
-30950	5.2e-8
-30945	0
-30940	5.2e-8
-30935	0
-30930	0
-30925	0
-30920	0
-30915	0
-30910	0
-30905	0
-30900	0
-30895	0
-30890	0
-30885	0
-30880	0
-30875	0
-30870	0
-30865	5.2e-8
-30860	0
-30855	0
-30850	0
-30845	0
-30840	5.2e-8
-30835	0
-30830	0
-30825	0
-30820	0
-30815	1.0432e-7
-30810	0
-30805	5.2e-8
-30800	5.2e-8
-30795	0
-30790	5.2e-8
-30785	0
-30780	5.2e-8
-30775	5.2e-8
-30770	0
-30765	0
-30760	0
-30755	0
-30750	1.0432e-7
-30745	0
-30740	0
-30735	5.2e-8
-30730	0
-30725	0
-30720	0
-30715	0
-30710	0
-30705	0
-30700	0
-30695	0
-30690	5.2e-8
-30685	0
-30680	5.2e-8
-30675	0
-30670	0
-30665	0
-30660	0
-30655	0
-30650	0
-30645	5.2e-8
-30640	1.0432e-7
-30635	5.2e-8
-30630	0
-30625	0
-30620	0
-30615	0
-30610	0
-30605	0
-30600	5.2e-8
-30595	0
-30590	5.2e-8
-30585	1.5632e-7
-30580	0
-30575	0
-30570	0
-30565	1.0432e-7
-30560	5.2e-8
-30555	0
-30550	0
-30545	0
-30540	1.0432e-7
-30535	0
-30530	0
-30525	5.2e-8
-30520	0
-30515	5.2e-8
-30510	5.2e-8
-30505	5.2e-8
-30500	0
-30495	0
-30490	5.2e-8
-30485	1.0401e-7
-30480	1.0432e-7
-30475	0
-30470	0
-30465	0
-30460	1.0401e-7
-30455	5.2e-8
-30450	0
-30445	0
-30440	0
-30435	5.2e-8
-30430	1.0401e-7
-30425	1.0432e-7
-30420	5.2e-8
-30415	0
-30410	0
-30405	5.2e-8
-30400	0
-30395	0
-30390	0
-30385	0
-30380	1.0432e-7
-30375	0
-30370	1.0432e-7
-30365	0
-30360	0
-30355	0
-30350	0
-30345	5.2e-8
-30340	0
-30335	0
-30330	5.2e-8
-30325	1.0432e-7
