-11331	0
-11326	0
-11321	0
-11316	6.119e-8
-11311	6.381e-8
-11306	1.0997e-7
-11301	1.2361e-7
-11296	0
-11291	1.2815e-7
-11286	8.287e-8
-11281	0
-11276	6.556e-8
-11271	6.364e-8
-11266	0
-11261	1.3042e-7
-11256	8.444e-8
-11251	1.5385e-7
-11246	2.2676e-7
-11241	1.25e-7
-11236	1.4896e-7
-11231	1.4931e-7
-11226	0
-11221	6.574e-8
-11216	0
-11211	0
-11206	6.486e-8
-11201	1.1189e-7
-11196	1.7466e-7
-11191	1.9669e-7
-11186	0
-11181	6.731e-8
-11176	0
-11171	1.9127e-7
-11166	1.4459e-7
-11161	1.3357e-7
-11156	1.7256e-7
-11151	1.4686e-7
-11146	0
-11141	6.574e-8
-11136	1.1312e-7
-11131	2.2658e-7
-11126	2.1295e-7
-11121	2.5456e-7
-11116	2.1941e-7
-11111	3.348e-7
-11106	3.0998e-7
-11101	2.7484e-7
-11096	2.1469e-7
-11091	2.3672e-7
-11086	1.285e-7
-11081	2.0176e-7
-11076	1.2413e-7
-11071	6.661e-8
-11066	2.119e-7
-11061	2.2396e-7
-11056	1.4756e-7
-11051	1.327e-7
-11046	4.747e-7
-11041	3.194e-7
-11036	1.9773e-7
-11031	2.4284e-7
-11026	0
-11021	3.39e-7
-11016	3.907e-7
-11011	3.0561e-7
-11006	2.2658e-7
-11001	1.0805e-7
-10996	3.373e-7
-10991	5.455e-7
-10986	6.429e-7
-10981	6.325e-7
-10976	3.682e-7
-10971	2.2309e-7
-10966	3.932e-7
-10961	2.4756e-7
-10956	2.7344e-7
-10951	2.4144e-7
-10946	3.0788e-7
-10941	3.574e-7
-10936	4.546e-7
-10931	3.89e-7
-10926	0
-10921	3.64e-7
-10916	3.325e-7
-10911	4.268e-7
-10906	5.387e-7
-10901	7.081e-7
-10896	5.38e-7
-10891	2.6749e-7
-10886	6.089e-7
-10881	5.22e-7
-10876	9.367e-7
-10871	7.285e-7
-10866	3.705e-7
-10861	2.7798e-7
-10856	4.857e-7
-10851	5.074e-7
-10846	4.299e-7
-10841	3.233e-7
-10836	7.443e-7
-10831	9.13e-7
-10826	8.256e-7
-10821	9.121e-7
-10816	5.853e-7
-10811	5.203e-7
-10806	8.067e-7
-10801	9.298e-7
-10796	4.755e-7
-10791	5.649e-7
-10786	8.864e-7
-10781	7.985e-7
-10776	6.572e-7
-10771	6.371e-7
-10766	7.322e-7
-10761	7.74e-7
-10756	7.486e-7
-10751	9.044e-7
-10746	0.0000012847
-10741	0.0000014097
-10736	0.0000010738
-10731	9.745e-7
-10726	9.308e-7
-10721	9.687e-7
-10716	8.084e-7
-10711	6.782e-7
-10706	8.637e-7
-10701	9.756e-7
-10696	0.0000012329
